Keyword,Volume,Keyword Difficulty,CPC (USD),Competitive Density,Number of Results,Intent,SERP Features,Trend
däck plus fälg,10,,0.66,1.00,,,,"0.14,0.14,0.14,0.29,1.00,0.71,0.14,0.43,0.14,0.14,0.14,0.14"
däck polo,10,,0.51,1.00,,,,"0.50,1.00,0.50,0.50,0.50,0.50,1.00,0.50,0.50,0.50,0.50,0.50"
däck priser vinterdäck,10,,0.57,0.99,,,,"0.78,0.56,0.00,0.00,0.00,0.00,0.11,0.11,0.11,0.56,1.00,0.11"
däck prisjakt,10,,1.01,0.71,,,,"0.33,0.33,0.33,0.33,1.00,0.33,1.00,0.33,0.33,0.33,0.33,0.67"
däck punktering laga,10,,0.58,1.00,,,,"0.11,1.00,0.44,0.11,0.11,0.11,0.11,0.11,0.78,0.22,0.11,1.00"
däck punktering pris,10,,0.64,1.00,,,,"0.50,0.50,0.50,0.50,1.00,0.50,0.50,0.50,0.50,0.50,0.50,0.50"
däck på delbetalning,10,,0.81,1.00,,,,"0.00,0.00,0.11,0.11,0.11,0.11,0.44,0.11,0.22,0.11,0.11,1.00"
däck på faktura,10,,2.16,1.00,,,,"0.11,1.00,0.11,0.33,0.33,0.11,1.00,0.22,0.11,0.11,0.11,0.11"
däck på fälg billigt,10,,0.73,0.98,,,,"1.00,0.25,0.25,0.50,0.50,1.00,0.50,0.25,0.25,0.25,0.25,1.00"
däck på fälg online,10,,0.83,1.00,,,,"0.50,0.50,1.00,1.00,1.00,0.50,0.50,0.50,0.50,0.50,0.50,0.50"
däck på nätet billigt,10,,1.22,0.99,,,,"0.11,0.11,0.22,0.56,0.11,0.56,0.11,0.11,0.33,1.00,0.33,0.11"
däck rabattkod,10,,0.69,0.76,,,,"0.25,0.25,0.25,0.25,0.25,0.25,0.25,1.00,0.25,0.25,0.25,0.25"
däck rea göteborg,10,,0.59,1.00,,,,"0.44,1.00,0.78,0.11,0.11,0.11,0.78,0.11,0.11,0.11,0.11,0.33"
däck rea online,10,,0.81,1.00,,,,"0.14,0.14,0.71,1.00,0.29,0.43,0.14,0.14,0.14,0.29,0.14,0.43"
däck rotebro,10,,0.93,0.18,,,,"0.20,0.40,0.20,0.40,0.80,0.40,0.20,0.20,0.20,0.40,0.20,1.00"
däck roy,10,,0.55,0.20,,,,"0.03,0.13,1.00,0.44,0.03,0.03,0.03,0.03,0.03,0.08,0.54,0.05"
däck roy färjestaden,10,,0.62,0.10,,,,"0.20,0.60,0.20,0.60,0.40,0.20,0.20,0.20,0.20,1.00,0.60,0.20"
däck sala,10,,0.57,0.17,,,,"0.03,0.03,0.03,0.28,0.05,0.03,0.23,0.03,0.08,0.05,1.00,0.08"
däck sensor,10,,0.55,1.00,,,,"0.06,0.13,0.03,0.53,0.03,0.03,0.09,0.13,0.03,1.00,0.44,0.09"
däck siffror,10,,0.61,0.56,,,,"0.29,0.14,0.43,0.14,1.00,0.43,0.71,0.14,1.00,0.14,0.14,0.14"
däck simrishamn,10,,0.53,0.31,,,,"0.14,0.43,0.14,1.00,0.14,0.14,0.14,0.57,0.14,0.14,0.14,0.14"
däck sisjön,10,,0.62,0.17,,,,"0.29,0.36,0.07,0.07,0.36,0.07,0.07,0.21,0.07,0.07,1.00,0.07"
däck skarpnäck,10,,0.70,0.13,,,,"0.06,0.04,0.02,1.00,0.10,0.02,0.02,0.02,0.19,0.02,0.10,0.04"
däck skene,10,,0.65,0.13,,,,"0.04,0.04,0.08,1.00,0.04,0.12,0.19,0.42,0.04,0.04,0.54,0.04"
däck skoda fabia,10,,0.51,0.99,,,,"0.29,1.00,0.29,0.14,0.14,0.29,0.14,0.14,1.00,0.29,0.14,0.71"
däck skruvar,10,,0.53,1.00,,,,"0.20,1.00,0.20,0.20,0.20,0.60,0.20,0.20,0.80,0.40,0.20,0.20"
däck skåne,10,,0.57,0.30,,,,"0.05,0.03,0.03,0.05,0.03,0.03,0.03,0.18,0.03,1.00,0.05,0.03"
däck släpvagn regler,10,,1.09,0.05,,,,"0.20,0.40,0.40,0.40,0.40,0.20,0.20,0.40,0.20,1.00,0.20,0.20"
däck snabb leverans,10,,1.68,1.00,,,,"0.75,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,1.00,0.50,0.25"
däck sollefteå,10,,0.53,0.23,,,,"0.20,0.80,0.20,0.20,0.60,1.00,0.20,0.20,0.20,0.20,0.20,0.40"
däck sommar,10,,0.52,1.00,,,,"0.02,0.15,0.36,1.00,0.05,0.02,0.12,0.02,0.12,0.05,0.05,0.02"
däck storås,10,,0.57,0.22,,,,"1.00,0.14,0.14,0.71,0.14,0.29,0.29,0.14,0.14,0.14,0.14,0.29"
däck subaru forester,10,,0.55,1.00,,,,"0.11,1.00,0.11,0.11,0.11,0.11,0.11,0.11,0.33,0.33,0.11,0.33"
däck suv,10,,0.52,1.00,,,,"0.11,0.11,0.22,0.11,0.11,0.33,1.00,0.11,0.11,0.11,0.11,0.11"
däck sverige,10,,0.77,1.00,,,,"0.20,0.20,0.20,1.00,0.20,0.40,0.20,0.40,0.20,0.60,0.20,0.20"
däck symboler,10,,0.57,0.44,,,,"0.07,0.14,1.00,0.07,0.07,0.07,0.14,0.07,0.21,0.07,0.07,0.07"
däck säljes,10,,0.50,0.87,,,,"1.00,0.11,0.11,0.33,0.11,0.11,0.11,0.33,0.11,0.11,0.11,0.44"
däck södertälje moraberg,10,,0.56,0.37,,,,"0.33,0.11,0.22,0.33,0.78,0.11,1.00,0.11,0.11,0.11,0.11,0.11"
däck tabell,10,,0.73,0.15,,,,"0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,1.00,0.40,0.60,0.40"
däck tesla,10,,0.52,1.00,,,,"0.14,0.14,0.57,0.14,0.14,1.00,0.29,0.14,0.29,0.14,0.57,0.14"
däck tiguan,10,,0.50,1.00,,,,"0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,1.00,0.22"
däck till,10,,0.79,0.89,,,,"0.50,0.50,0.50,0.50,0.50,1.00,0.50,0.50,0.50,0.50,0.50,0.50"
däck till 19 tum,10,,0.68,0.96,,,,"0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.29,1.00,0.14,0.14,0.14"
däck till 7 tums fälg,10,,0.60,1.00,,,,"0.29,0.71,0.14,0.29,0.14,0.14,1.00,0.14,0.14,0.14,0.14,0.14"
däck till amarok,10,,0.63,1.00,,,,"1.00,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14"
däck till audi a3,10,,0.61,0.95,,,,"0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.40,0.20,1.00,0.20,0.20"
däck till barnvagn biltema,10,,0.74,1.00,,,,"1.00,0.11,0.22,0.44,0.11,0.11,0.11,0.11,1.00,0.11,0.44,0.11"
däck till bmw,10,,0.64,1.00,,,,"0.14,0.29,0.29,0.14,0.14,0.57,0.14,0.29,0.14,0.29,1.00,0.43"
däck till dodge ram 1500,10,,0.62,1.00,,,,"1.00,1.00,0.14,0.14,0.14,0.29,0.14,0.14,0.14,0.14,0.43,0.14"
däck till fatbike,10,,1.24,1.00,,,,"0.20,1.00,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20"
däck till ford focus,10,,0.57,1.00,,,,"0.29,1.00,0.14,0.14,0.29,0.14,0.14,0.14,0.29,1.00,0.14,0.43"
däck till grävmaskin,10,,0.67,1.00,,,,"0.60,0.40,0.20,0.20,0.20,0.20,0.20,0.60,0.20,0.40,1.00,0.20"
däck till kia,10,,0.53,1.00,,,,"0.29,0.14,0.14,0.29,0.14,0.14,0.29,0.14,0.14,1.00,0.14,0.14"
däck till kia ceed,10,,0.53,1.00,,,,"0.67,0.67,0.33,0.33,0.67,0.33,0.33,0.33,0.33,0.67,1.00,1.00"
däck till kia picanto,10,,0.52,1.00,,,,"0.14,0.29,0.14,0.14,0.29,1.00,0.14,1.00,0.71,0.14,0.14,0.14"
däck till kia sportage,10,,0.68,1.00,,,,"0.56,0.11,0.11,0.11,0.78,0.44,1.00,0.44,0.56,0.44,0.22,0.22"
däck till lastbil,10,,0.60,1.00,,,,"0.11,0.11,0.11,0.11,1.00,0.11,0.56,0.56,0.11,0.11,0.11,0.11"
däck till mercedes,10,,0.83,0.95,,,,"0.11,0.11,0.11,0.11,0.11,0.56,0.11,0.11,1.00,0.22,0.11,0.11"
däck till mk18,10,,0.57,1.00,,,,"0.43,0.14,0.14,1.00,0.14,0.14,0.14,0.29,0.14,0.14,0.14,0.14"
däck till nissan navara,10,,0.54,1.00,,,,"0.33,0.33,1.00,0.33,0.33,0.33,0.33,0.33,0.33,1.00,1.00,0.33"
däck till peugeot 307,10,,0.90,1.00,,,,"0.25,0.25,0.25,0.25,0.25,0.25,0.50,0.25,0.25,0.25,0.25,1.00"
däck till peugeot 407,10,,0.55,1.00,,,,"0.00,0.29,0.14,1.00,0.14,0.14,0.00,1.00,0.14,0.43,0.14,0.14"
däck till pickup,10,,0.52,1.00,,,,"0.25,0.25,0.25,0.25,0.25,0.25,0.25,1.00,1.00,0.25,0.25,0.50"
däck till renault clio,10,,0.66,1.00,,,,"1.00,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.43,0.14,0.43,0.43"
däck till rockard,10,,0.61,1.00,,,,"0.33,0.33,0.33,0.33,0.33,0.33,0.67,0.67,0.33,1.00,1.00,0.67"
däck till saab 9 5,10,,0.54,1.00,,,,"1.00,0.22,0.11,0.22,0.56,0.11,0.11,0.11,0.11,0.44,0.11,0.11"
däck till salu,10,,0.81,0.99,,,,"0.14,0.29,0.29,0.29,0.14,0.14,1.00,0.14,0.14,0.71,0.14,0.14"
däck till sparkcykel,10,,0.69,1.00,,,,"0.09,0.09,0.09,0.18,0.36,0.09,1.00,0.27,0.27,0.18,0.09,0.09"
däck till subaru forester,10,,0.82,0.97,,,,"0.22,0.22,1.00,0.11,0.11,0.11,0.22,0.22,0.44,0.22,0.11,0.56"
däck till suv,10,,0.70,0.99,,,,"0.22,1.00,0.11,0.11,0.33,0.22,0.11,0.11,0.33,0.11,0.11,0.22"
däck till tesla,10,,0.51,1.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.50,0.50,0.50,0.50,1.00"
däck till toyota corolla,10,,0.51,1.00,,,,"0.43,0.14,0.14,0.14,1.00,0.14,0.71,1.00,0.57,0.14,0.29,0.57"
däck till toyota prius,10,,0.56,1.00,,,,"0.40,0.20,0.40,1.00,0.20,0.00,0.20,0.20,0.20,0.60,1.00,1.00"
däck till toyota yaris,10,,0.64,0.93,,,,"0.57,0.14,0.14,0.14,0.57,0.14,0.14,0.14,0.14,0.57,1.00,0.29"
däck till volvo v60,10,,0.61,1.00,,,,"0.11,0.11,0.11,0.11,0.11,0.11,0.22,1.00,0.11,0.11,0.56,0.56"
däck till volvo v70,10,,0.53,0.99,,,,"0.02,0.02,1.00,0.35,0.04,0.02,0.04,0.02,0.04,0.15,0.02,0.02"
däck till volvo xc40,10,,0.68,1.00,,,,"0.14,0.29,0.14,0.14,0.14,0.14,0.29,0.29,0.14,0.14,1.00,0.14"
däck till volvo xc60,10,,0.50,1.00,,,,"0.14,0.14,0.29,0.14,1.00,0.14,0.14,0.14,0.14,0.14,0.29,1.00"
däck till xc70,10,,0.61,1.00,,,,"0.11,0.11,0.11,0.33,0.11,0.56,0.22,1.00,0.22,0.11,0.11,0.78"
däck till xc70 2016,10,,0.73,0.81,,,,"0.00,0.00,0.00,0.25,0.75,0.25,0.75,0.25,0.75,0.25,0.25,1.00"
däck till xc90,10,,0.89,1.00,,,,"0.60,0.20,0.40,0.20,0.20,0.40,0.20,0.40,0.20,0.20,1.00,0.20"
däck timmersdala,10,,0.51,0.19,,,,"1.00,0.25,0.50,0.25,0.75,0.25,0.25,0.50,0.25,0.25,0.25,0.25"
däck timrå,10,,1.05,0.12,,,,"0.07,0.14,0.07,1.00,0.50,0.07,0.07,0.07,0.21,0.50,0.07,0.07"
däck toyota,10,,0.66,1.00,,,,"1.00,0.22,0.22,0.11,0.11,0.11,0.22,0.11,0.11,0.11,0.11,0.56"
däck toyota auris,10,,0.71,0.98,,,,"0.11,0.11,0.33,1.00,0.11,0.22,0.11,0.11,0.11,0.22,0.11,0.11"
däck tullinge hantverksby,10,,0.63,0.29,,,,"0.43,0.14,0.00,0.00,0.00,0.14,0.00,1.00,0.14,0.14,0.57,0.14"
däck v90,10,,0.77,1.00,,,,"0.14,0.29,0.14,0.57,1.00,0.14,0.14,0.43,0.14,0.43,0.14,0.14"
däck vad betyder siffrorna,10,,0.75,0.28,,,,"0.22,0.11,0.22,0.33,1.00,0.22,0.11,0.44,0.11,0.44,0.22,0.44"
däck veddesta,10,,0.53,0.08,,,,"0.14,0.14,0.14,0.14,0.14,1.00,0.14,0.14,0.29,0.29,0.43,0.14"
däck vetlanda,10,,1.05,0.28,,,,"0.03,0.03,1.00,0.28,0.03,0.03,0.05,0.03,0.18,0.44,0.03,0.05"
däck vianor,10,,0.82,0.38,,,,"0.20,0.20,0.60,0.20,0.20,0.60,0.20,0.20,0.20,0.20,1.00,0.60"
däck vikt,10,,0.53,0.82,,,,"0.50,0.25,0.25,0.25,0.25,1.00,0.25,0.25,0.50,0.25,0.25,0.25"
däck vinterdäck,10,,0.60,1.00,,,,"0.02,0.02,0.07,0.02,0.03,0.02,0.02,0.05,0.07,0.29,1.00,0.03"
däck volkswagen,10,,0.65,1.00,,,,"0.14,0.14,1.00,0.14,0.14,0.14,0.14,0.14,0.57,0.14,0.14,0.14"
däck volvo,10,,0.64,1.00,,,,"0.04,0.02,0.67,1.00,0.15,0.02,0.02,0.06,0.02,0.23,0.29,0.02"
däck volvo 850,10,,0.56,1.00,,,,"0.22,1.00,0.11,0.56,0.11,0.11,0.11,0.33,0.11,0.11,0.33,0.11"
däck volvo s40,10,,0.50,1.00,,,,"1.00,0.14,0.14,1.00,1.00,0.14,0.14,0.43,1.00,0.71,1.00,0.14"
däck volvo s60,10,,0.55,0.91,,,,"0.20,0.40,0.20,0.20,0.20,0.20,0.20,1.00,0.20,0.20,0.20,0.20"
däck volvo v50,10,,0.52,1.00,,,,"0.25,0.25,0.25,0.25,1.00,0.25,0.50,0.50,0.25,0.50,0.75,0.25"
däck volvo v90,10,,0.53,1.00,,,,"0.14,0.14,1.00,0.29,0.29,0.57,0.71,0.14,0.57,0.14,0.29,0.29"
däck volvo xc60,10,,0.64,0.99,,,,"0.07,0.02,1.00,0.81,0.02,0.15,0.02,0.02,0.02,0.05,0.02,0.02"
däck volvo xc90,10,,0.64,1.00,,,,"0.11,0.11,0.11,0.11,0.11,0.22,0.11,0.11,0.11,0.11,1.00,0.78"
däck vw golf,10,,0.52,1.00,,,,"0.25,0.25,0.50,1.00,0.25,0.25,0.25,0.50,0.25,0.25,0.25,0.25"
däck vw polo,10,,0.51,0.82,,,,"0.14,1.00,1.00,1.00,0.29,0.14,0.14,1.00,0.14,0.71,0.14,0.14"
däck vällingby,10,,0.70,0.36,,,,"0.02,0.02,0.12,0.36,0.02,0.03,0.07,0.02,0.02,1.00,0.02,0.02"
däck väröbacka,10,,0.70,0.10,,,,"0.06,0.12,0.06,0.06,0.06,0.06,0.06,0.18,0.06,0.06,1.00,0.53"
däck västervik,10,,0.62,0.34,,,,"0.08,0.02,0.02,1.00,0.10,0.02,0.04,0.06,0.02,0.04,0.02,0.02"
däck västerås hälla,10,,0.62,0.14,,,,"0.08,0.03,0.02,0.15,0.02,0.03,0.02,0.05,0.02,0.15,1.00,0.54"
däck västerås malmaberg,10,,0.75,0.81,,,,"0.06,0.06,1.00,1.00,0.06,0.06,0.12,0.06,0.12,0.06,0.06,0.06"
däck västra frölunda,10,,0.70,0.33,,,,"0.11,0.11,0.11,0.11,0.11,0.33,0.44,0.11,0.11,0.11,0.11,1.00"
däck webshop,10,,0.87,1.00,,,,"0.40,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.40,0.20,1.00"
däck xc60,10,,0.55,0.99,,,,"0.10,0.05,1.00,1.00,0.10,0.05,0.05,0.43,0.05,0.05,0.05,0.05"
däck älvängen,10,,0.59,0.34,,,,"0.11,0.11,0.33,0.11,0.11,0.22,1.00,0.11,0.44,0.11,0.33,0.22"
däck å fälg,10,,0.60,1.00,,,,"1.00,0.14,0.14,0.29,1.00,0.57,0.57,0.57,0.14,0.14,0.14,0.14"
däck åre,10,,0.90,0.09,,,,"0.11,0.78,0.11,0.11,0.11,0.11,0.11,1.00,0.11,0.11,0.11,0.11"
däck året runt,10,,0.56,1.00,,,,"0.05,0.05,0.05,1.00,0.05,0.05,0.43,0.05,0.05,0.05,0.67,0.05"
däck åtvidaberg,10,,0.62,0.18,,,,"0.78,1.00,0.11,0.11,0.11,0.11,0.11,0.22,0.11,0.11,0.11,0.11"
däck örebro pris,10,,0.60,1.00,,,,"0.00,0.14,0.29,0.43,1.00,0.14,0.14,0.00,0.14,0.14,0.14,0.57"
däck östermalm,10,,0.97,0.39,,,,"0.20,0.20,0.20,0.20,0.60,0.20,1.00,0.20,0.60,0.20,0.20,0.20"
däck övik,10,,0.65,0.21,,,,"0.11,0.11,1.00,0.11,0.11,0.11,0.22,0.22,0.11,0.44,0.11,0.11"
däckarna,10,,0.58,0.17,,,,"0.07,0.07,0.21,1.00,0.07,0.07,0.64,0.36,0.14,0.07,0.79,0.07"
däckdjup nya däck,10,,0.62,0.21,,,,"0.02,0.15,0.23,1.00,0.02,0.02,0.02,0.02,0.02,0.08,0.02,0.02"
däckmaskin mc däck,10,,0.65,1.00,,,,"0.20,0.20,0.60,0.20,0.20,0.20,0.20,0.20,1.00,0.20,0.00,0.20"
däckonline gåsebäcks däck,10,,0.63,0.30,,,,"1.00,0.11,0.11,0.11,0.33,0.11,0.11,0.44,0.11,0.11,0.11,0.11"
eklunds däck,10,,0.52,0.25,,,,"1.00,0.25,0.25,0.25,0.50,0.25,0.25,0.25,1.00,0.25,0.50,0.75"
elcykel grova däck,10,,0.59,1.00,,,,"0.57,1.00,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.29,0.14,0.14"
elcykel med breda däck,10,,0.65,1.00,,,,"0.25,0.25,0.75,0.25,0.75,1.00,0.25,0.50,0.25,0.25,0.25,0.25"
elcykel med tjocka däck,10,,0.59,1.00,,,,"0.05,0.05,0.05,0.05,0.10,0.05,1.00,0.05,0.10,0.05,0.19,0.10"
elcykel tjocka däck,10,,0.60,1.00,,,,"0.12,0.04,0.04,0.04,0.04,1.00,0.42,0.54,0.54,0.04,0.12,0.27"
elscooter stora däck,10,,0.70,1.00,,,,"1.00,0.20,0.20,0.20,0.20,0.20,0.40,0.20,0.20,0.20,0.20,0.80"
energideklaration däck,10,,2.83,0.46,,,,"0.14,0.14,0.29,0.14,0.57,0.29,0.14,0.14,0.14,0.14,1.00,0.14"
erbjudande däck,10,,0.60,0.67,,,,"0.20,1.00,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.40"
f1 däck pris,10,,0.64,0.94,,,,"0.14,0.29,0.29,0.43,0.14,0.14,0.57,1.00,0.29,0.14,0.43,0.14"
farsta däck,10,,0.60,0.16,,,,"0.02,0.06,0.02,0.04,0.06,0.04,0.02,0.02,0.02,0.02,1.00,0.02"
fatbike däck 20,10,,0.87,1.00,,,,"0.11,0.33,1.00,0.33,0.11,0.11,0.11,0.78,0.11,0.11,0.11,0.11"
fiddy däck 10 tum,10,,0.56,1.00,,,,"0.25,0.25,0.25,0.25,0.50,0.25,0.25,0.50,0.25,0.25,1.00,0.25"
fiddy däck 12 tum,10,,0.54,1.00,,,,"0.06,0.06,0.12,0.18,0.06,0.06,0.06,0.06,1.00,0.06,0.18,0.06"
fighter däck,10,,0.54,1.00,,,,"0.50,1.00,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50"
finndubb däck,10,,0.55,1.00,,,,"0.01,1.00,0.01,0.01,0.01,0.01,0.02,0.01,0.05,0.01,0.03,0.24"
flat run däck,10,,0.71,0.88,,,,"0.20,0.20,0.20,0.60,0.40,0.40,0.20,1.00,0.20,0.20,0.20,0.40"
flax på däck,10,,0.61,0.16,,,,"0.00,0.00,0.00,1.00,0.50,0.50,0.50,0.00,0.00,0.00,0.00,0.50"
folksam däck,10,,0.65,0.46,,,,"0.00,0.60,0.00,0.60,0.00,0.00,0.60,0.20,0.20,1.00,0.60,0.20"
ford focus däck,10,,0.56,0.99,,,,"0.11,0.11,0.11,0.33,0.11,0.44,0.11,0.11,0.56,0.11,0.11,1.00"
formel 1 däck pris,10,,0.50,0.51,,,,"1.00,0.11,0.44,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11"
frasses däck priser,10,,0.51,0.64,,,,"0.50,0.50,1.00,1.00,0.00,0.00,0.00,0.50,0.00,0.50,0.50,0.50"
frt däck,10,,0.60,0.79,,,,"0.40,0.20,1.00,0.60,0.20,0.20,0.20,0.40,0.20,0.20,0.40,0.80"
frylers däck trollhättan,10,,0.81,0.17,,,,"1.00,0.33,0.33,0.33,0.33,0.67,0.33,0.33,0.33,0.33,0.33,1.00"
frågor om däck,10,,0.54,0.71,,,,"1.00,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.60,0.20,0.60,0.20"
fälg däck paket,10,,0.50,1.00,,,,"0.29,0.14,0.14,0.43,0.14,1.00,0.14,1.00,1.00,0.14,0.14,0.14"
fälgar däck online,10,,0.88,1.00,,,,"0.43,0.00,0.14,0.57,0.29,1.00,0.14,0.14,0.14,0.14,0.14,0.14"
får man förvara däck i källarförråd,10,,0.78,0.21,,,,"0.50,0.50,0.50,0.50,1.00,0.50,0.50,1.00,0.50,0.50,0.50,0.50"
förstärkta däck,10,,0.70,0.90,,,,"0.78,0.78,0.11,0.11,0.11,0.22,0.11,0.11,1.00,0.11,0.11,0.44"
förvara däck i förråd,10,,1.88,0.86,,,,"0.33,0.33,0.67,0.33,0.33,0.33,1.00,0.33,0.67,0.67,0.33,0.33"
förvara däck stående,10,,0.97,0.95,,,,"0.07,0.07,0.07,1.00,0.14,0.07,0.07,0.07,0.07,0.21,0.07,0.07"
förvara däck stående eller liggande,10,,1.26,0.19,,,,"0.14,0.14,0.14,0.14,0.14,0.14,0.71,0.43,1.00,0.14,0.14,0.14"
förvara däck utomhus,10,,1.03,1.00,,,,"0.03,0.12,0.02,0.29,0.02,0.02,0.05,0.02,0.03,0.19,1.00,0.02"
förvaring däck pris,10,,0.60,1.00,,,,"0.20,0.20,0.20,0.20,0.20,0.20,1.00,0.20,0.20,0.20,0.20,0.20"
ga däck,10,,0.57,0.04,,,,"0.05,0.33,0.05,0.52,0.05,0.05,0.14,0.05,0.05,1.00,0.52,0.10"
galaxy däck,10,,0.57,1.00,,,,"0.44,0.11,1.00,0.11,0.22,0.33,0.11,0.22,0.44,0.11,0.11,0.22"
gdc däck,10,,0.74,0.07,,,,"0.00,0.20,0.20,0.20,1.00,0.20,0.20,1.00,0.20,0.60,0.20,0.60"
geting bil och däck,10,,1.33,0.25,,,,"0.29,0.14,0.71,0.29,0.14,0.43,0.14,1.00,0.14,0.29,0.29,0.14"
gislaved däck test,10,,0.62,1.00,,,,"0.06,0.18,1.00,0.12,0.06,0.29,0.29,0.06,0.06,0.18,0.29,0.12"
gislaved däck tillverkning,10,,0.99,0.27,,,,"0.14,0.57,1.00,0.14,0.43,0.14,0.29,0.43,0.14,0.14,0.71,0.14"
globen däck och bilservice,10,,0.74,0.18,,,,"1.00,0.50,0.50,0.50,0.50,0.50,1.00,0.50,0.50,1.00,0.50,1.00"
gnesta däck,10,,0.72,0.27,,,,"0.78,0.11,0.11,0.11,0.11,0.11,1.00,0.11,0.11,0.56,0.22,0.56"
godkända ms däck,10,,0.55,0.85,,,,"0.50,0.50,0.50,0.50,0.50,1.00,0.00,0.50,0.50,0.50,0.50,0.50"
goodyear däck priser,10,,1.40,1.00,,,,"0.28,0.06,0.09,1.00,0.06,0.03,0.06,0.13,0.03,0.53,0.03,0.22"
grafiten däck,10,,1.03,0.05,,,,"0.01,0.01,1.00,0.13,0.02,0.01,0.10,0.01,0.36,0.13,0.16,0.01"
green diamond däck,10,,0.56,1.00,,,,"0.11,0.56,0.11,0.11,1.00,0.22,0.33,0.56,0.22,0.56,0.11,0.11"
gripmax däck test,10,,0.60,0.98,,,,"0.67,0.67,0.33,0.33,0.33,0.33,0.33,0.33,1.00,0.33,0.33,1.00"
gröna däck,10,,0.58,0.47,,,,"0.20,0.20,0.20,0.20,1.00,0.20,0.20,0.20,0.20,0.60,0.20,0.20"
gummi däck,10,,0.62,1.00,,,,"0.09,0.18,0.18,1.00,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09"
guson däck ekerö öppettider,10,,0.60,0.08,,,,"0.11,0.22,1.00,0.11,0.11,0.33,0.11,0.11,0.11,0.78,0.11,0.78"
gåsebäck däck,10,,0.72,0.27,,,,"0.44,0.11,0.11,0.33,0.11,0.22,0.11,0.11,0.11,0.11,1.00,0.11"
göteborg däck,10,,0.58,0.36,,,,"0.20,0.20,0.80,0.20,1.00,1.00,0.60,0.40,0.20,0.20,0.60,0.40"
göteborg däck och fälg,10,,0.98,0.21,,,,"0.03,0.05,0.18,0.03,0.03,0.03,0.23,0.03,0.03,0.03,1.00,0.03"
götetorps däck,10,,0.68,0.18,,,,"0.06,0.12,0.06,1.00,0.06,0.06,0.06,0.41,0.06,0.06,1.00,0.06"
hagby däck täby,10,,0.91,0.20,,,,"0.33,0.67,0.33,0.67,0.33,1.00,0.33,0.33,0.67,0.33,0.33,0.33"
hastighetsindex däck tabell,10,,0.52,0.27,,,,"0.14,0.14,0.29,0.29,1.00,0.29,0.29,0.14,0.29,0.14,0.71,1.00"
hb däck umeå ersboda,10,,0.67,0.36,,,,"0.03,0.09,0.03,1.00,0.03,0.09,0.03,0.03,0.16,0.03,0.03,0.03"
hb däck umeå öppettider,10,,0.67,0.07,,,,"0.20,0.40,0.20,0.20,0.80,0.20,0.20,1.00,0.00,1.00,0.20,0.60"
hcj däck,10,,0.88,0.13,,,,"0.02,0.02,0.02,0.19,0.04,0.02,0.04,0.02,0.02,0.02,1.00,0.02"
hcj däck backaplan,10,,0.73,0.09,,,,"0.29,0.71,0.71,0.14,0.00,0.14,1.00,0.00,0.14,0.43,0.14,0.14"
hedin bil byta däck,10,,0.52,0.40,,,,"0.33,1.00,0.33,0.33,1.00,0.33,1.00,0.33,0.67,0.67,0.33,0.33"
hedin bil däck,10,,0.62,0.32,,,,"0.20,0.20,0.20,0.20,0.20,0.40,1.00,0.20,0.20,0.20,0.20,0.20"
hedin däck,10,,0.74,0.13,,,,"0.03,0.03,0.53,0.34,0.06,0.03,0.03,0.03,0.06,0.44,1.00,0.03"
hedins däck,10,,0.60,0.27,,,,"1.00,0.03,0.03,0.03,0.67,0.54,0.03,0.03,0.03,0.03,0.03,0.28"
helmia däck,10,,0.52,0.67,,,,"0.33,0.33,1.00,0.33,0.33,0.33,0.67,0.67,0.33,0.33,0.33,0.33"
helsingborg däck,10,,0.57,0.45,,,,"0.22,0.11,0.11,0.22,0.11,0.11,0.78,0.11,0.78,0.56,1.00,0.78"
hemse bil o däck,10,,0.51,0.25,,,,"0.25,0.25,0.50,0.25,0.50,0.50,0.75,0.50,1.00,0.25,0.25,0.25"
hifly däck test,10,,0.51,0.97,,,,"0.03,0.07,0.36,1.00,0.06,0.03,0.07,0.04,0.06,0.01,0.01,0.01"
hitta däck registreringsnummer,10,,0.53,0.57,,,,"0.11,0.11,1.00,0.22,0.33,0.11,0.11,0.11,0.11,0.11,0.11,0.56"
hjul däck,10,,0.58,0.94,,,,"0.09,0.09,0.27,0.82,0.64,0.09,0.18,0.09,0.09,0.09,1.00,0.09"
